text,first_frame
04.18 ASTROBOY99 (Naafiri) signals to be caurious,15300
20 1/0/0,15600
28 0/0/1,15600
31,15600
28 0/0/0,15600
30 1/0/1,15600
04.02 Wekin Poof (Alisrar) is on che way,15600
04.02 ASTROBOY99 (Naafiri) signals to all in 1/0/1,15600
04.05 ASTROBOY99 (Naafiri) signals to be cautious,15600
04.05 Wekin Poof (Alistar) signals char enemies are missin,15600
04.07 ASTROBOY99 (Naafiri) signals to be caurious,15600
04.24 ASTROBOY99 (Naafiri): Fiddlescicks Flash,15600
04.24 Enemy team has complered che Feat of Warfarel,15600
04.24 Enemy ceam has complered the Feat of Warfarel,15900
04.27 TacricalO (Jhin): Gragas Ignice,15900
04.28 TacricalO (Jhin): Gragas Flash,15900
1780,16200
ASTROBOY99,16200
39,16200
87,16200
04.05 Wekin Poof (Alisar) signals chat enemies are missing,16500
04.24 ASTROBOY99 (Naafiri) cFiddileseieE; Flash,16500
04.24 Enemy tean Irs compleced che Feat of WVarfarel,16500
04.27 TacricalO (Jhinj: sragas Ignite,16500
04.28 TacticalO (Jhin): Gragaz Flash,16500
04.38 WVekn Pcof (Alistar): Grg Flash,16500
04.24 Enemy team has complered the Fear of Warfarel,16800
04.38 Wekin Poof (Alistar): Gragas Flash,16800
04.41 Wekin Poof (Alistar) on the way,16800
04.41 Wekn Poof (Aliscar) on che way,17400
04.53 Caesar (Sylas) purchased Control Ward,17400
04.41 Wekin Poof (Alistar) is on che way,19500
05.28 TacricalO (Jhin) signals chat enemies are missing,19500
05.29 TacricalO (Jhin) signals chat enemies are missing,19500
05.28 TacricalO (Jhin) signals char enemies are missing,19800
05.35 TaccicalO (Jhin): Sivir B: Sword,19800
05.35 TacricalO (Jhin): Sivir B F Sword,19800
05.35 TacticalO (Jhin): Sivir B F Sword,19800
05.28 TacricalO (Jhin) signals that enemies are missing,20100
05.35 TacricalO (Jhin): Sivir B Sword Zven,20100
05.35 TaccicalO (Jhin): Sivir B Sword,20100
05.35 TacricalO (Jhin): Sivir B F_ Sword,20100
23 1/0/1,20700
28 1/0/1,20700
41 0/0/0,20700
40 1/0/1,20700
05.29 TacricalO (Jhin) signals chat enemies are missing 1/0/1,20700
05.35 TacticalO (Jhin): Sivir B Sword,20700
05.50 Caesar (Sylas) signals that enemies are missing,20700
05.50 ASTROBOY99 (Naafiri) on the way,20700
05.29 TacricalO (Jhin) signals char enemies are missing,21000
05.50 Caesar (Sylas) signals chat enemies are missing,21000
05.50 ASTROBOY99 (Naafiri) is on che way,21000
05.35 TacricalO (Jhin): Sivir B Sword,21300
05.35 TacticalO (hin): Sivir B F Sword,21300
05.59 ASTROBOY99 (Naafiri) is on che way,21300
05.59 ASTROBOY99 (Naafiri) on the way,21600
06.03 ASTROBOY99 (Naafiri) on the way,21600
26 1/0/1,22200
42 0/0/0,22200
47 1/0/1,22200
1/0/1,22200
[D] Smite,22500
751,23400
45,23400
420,23400
06.03 ASTROBOY99 (Naafiri) is on che way,23400
06.35 Sylas has stolen Zed'$ ultimatel,23400
05.35 TaccicalO (Jhin): Sfvii B Sword,23700
05.50 Caesar (Sylas) signals thar enemies are missing,23700
"06,03 ASTROBOY99 (Naafiri) on the way",23700
06.35 Sylas has stolen Zed $ ulcimacel,23700
06.39 ASTROBOY99 (Naafiri) signals chat enemies are missing,23700
06.40 ASTROBOY99 (Naafiri) has slain che Voidgrubsl,23700
05.35 TaccicalO (Jhin): Sivir B F Sword,24000
05.50 ASTROBOY99 (Naafiri) on che way,24000
06.35 Sylas has stolen Zed' $ ulcimacel,24000
06.40 ASTROBOY99 (Naafiri) has slain che Voidgrubs!,24000
06.48 Caesar (Sylas): Zed Flash,24300
06.48 Caesar (Sylas}: Zed Flash,24300
06.50 ASTROBOY99 (Naafiri) is on the way,24300
23,24600
06.35 Sylas has stolen Zed' $ ulcimatcel,24600
06.52 [Team] Caesar (Sylas): 1140 mid,24600
06.35 Sylas has stolen Zed'$ ulcimatel,24900
06.50 ASTROBOY99 (Naafiri) is on che way,24900
06.52 [Team] Caesar (Sylas): 140 mid,24900
06.57 ASTROBOY99 (Naafiri) on the way,24900
06.40 ASTROBOY99 (Naafiri) has slain the Voidgrubs!,25200
07.02 ASTROBOY99 (Naafiri) signals chat enemies are missing,25200
07.06 ASTROBOY99 (Naafiri) on the way,25200
ALEX HO,25500
968,25500
06.50 ASTROBOY99 (Naafiri) on the way,25500
07.08 ASTROBOY99 (Naafiri) is on the way,25500
07.10 ASTROBOY99 (Naafiri) is on che way,25500
07.10 ASTROBOY99 (Naafiri) signals chat enemies are missing,25500
ALEX Hd,25800
07.06 ASTROBOY99 (Naafiri) on the way 106,25800
07.08 ASTROBOY99 (Naafiri) on the way,25800
07.10 ASTROBOY99 (Naafiri) on the way,25800
07.12 Caesar (Sylas) on the way,25800
07.13 ASTROBOY99 (Naafiri) is on the way,25800
07.15 ASTROBOY99 (Naafiri) has stolen the Infernal Drakel,25800
07.16 ASTROBOY99 (Naafiri) signals to all in,25800
07.08 ASTROBOY99 (Naafiri) is on che way,26100
07.10 ASTROBOY99 (Naafiri) signals chat enemies are missing Zven,26100
07.12 Caesar (Sylas) is on che way,26100
07.17 Caesar (Sylas) on the way,26100
ALEX Hc,26100
Rol,26400
Isles,26400
Lveu,26400
69,26400
07.12 Caesar (Sylas) on che way,26400
07.13 ASTROBOY99 (Naafiri) on the way,26400
07.17 Caesar (Sylas) on che way,26400
07.23 Caesar (Sylas) on the way,26400
Caesar,26700
07.23 Caesar (Sylas) on che way,26700
07.29 ASTROBOY99 (Naafiri) has targered RobbyBob (Zed),26700
07.29 Wekin Poof (Alliscur) 'urd Quest Completel Completion,26700
Time: 7.29,26700
07.31 Caesar (Sylas) signak to be caurious,26700
Zven,26700
07.29 ASTROBOY99 (Naafiri) has cargered RobbyBob (Zed),27000
07.29 Wekin Poof (Aliscar) Ward Quest Complecel Complerion,27000
Timel 7129,27000
07.3| Caesar (Sylas) signals to be caurious,27000
07.17 Caesar (Sylas) is on che way,27300
07.29 Wekin Poof (Alistar) Ward Quest Completel Complecion,27300
07.40 ASTROBOY99 (Naafiri) is on che way,27300
07.40 Zven (Sivir) on 0 killing spreel,27300
Caesar Isles,27600
07.29 Wekin Poof (Alistar) Ward Quest Completel Completion,27600
07.31 Caesar (Sylas) signals to be caurious,27600
07.40 ASTROBOY99 (Naafiri) on the way,27600
07.40 Zven (Sivir) on killing spreel,27600
07.43 Wekin Poof (Alistar) purchased Control Ward,27600
Level 60,27600
"I10 628,985 pts",27600
17894,27900
"110 628,985 pts",27900
400 450,28200
EPIC H,28200
07.29 ASTROBOY99 (Naafiri) has cargered RobbyBob (Zed) 3 2500 1625 1825 2800 2900 300,28200
07.29 Wekin Poof (Aliscar) Ward Quest Complecel Completic,28200
07.40 ASTROBOY99 (Naafiri) on the way 30o0 3100 3100 2325 3200,28200
07.55 Wekin Poof (Aliscar) on che way SELL UNDO 1239,28200
6 Kr,28200
"Tlna 7,29",28500
07.40 t {S@Irt on killing spreel,28500
07.43 Wekin Pcof (Alistar) purchased Control Ward,28500
07.55 Wekin Poof (Aliscar) on che way,28500
07.57 Wekin Poof (Aliscar) is on the way,28500
08.01 ASTROBOY99 (Naafiri) purchased Control Ward,28500
07.55 Wekin Poof (Alisrar) is on che way,28800
07.57 Wekin Poof (Aliscar) is on che way,28800
08.06 Sylas has stolen Gragas'$ ulcimatel,28800
45 1/0/1,29100
50 1/1/2,29100
45 1/1/0,29100
0 200G,29100
62 3/0/1,29100
07.57 WVekin Poot (Alistar) on the way,29100
98 01_ASTROBOY99 (Naafiri) purchased Control WVard,29100
08 U6 Sylas has stolen Gragas'$ ulcimatel 1/1/4,29100
U8.07 Caesar (Sylas) has shut down ElEs {(3ngis  (Bont,29100
143G,29100
"OB:|0 WVekin Poot (Alistar): Hexflash 8s, Flash 85 ",29100
0B:| / Tacricall (hjni is on che way,29100
08:| 1 Wekn Poof (Alistar) Wvait Fcr 0 -25,29100
08.07 Caesar (Sylas) has shut down Isles (Gragas)! (Bonus Bounty:,29400
143G),29400
"08:10 WVekin Poof (Aliscar): Hexflash 85, Flash 85",29400
08:1 / TaccicalO (Jhin) is on che way,29400
08:| / Wekin Poof (Alistar): Waic For 0 - 25,29400
08:16 Wekin Poof (Alistar) has shut down Zven (Sivir ! (Bonus,29400
Bounty: 2136),29400
08.07 Caesar (Sylas) has shut down Isles (Gragas ! (Bonus Bounty:,29700
1436,29700
"08:10 Wekin Pcof (Aliscar): Hexflash 85, Flash 85",29700
08:./ [ TacricalO (hin) is on the way,29700
08:1 / Wekin Poof (Aliscar): Wait For Q 25,29700
08.| Wekin Poof (Alisrar) has shut down Zven (Sivir)! (Bonus,29700
Bounty: 213G),29700
08.07 Caesar (Sylas) has shut down Isles (GGragas ! (Bonus Bounty:,30000
"08:10 Wekin Poof (Aliscar): Hexflash 8s, Flash 85",30000
08:/ [ TacticalO (Jhin) is on the way,30000
08:1 [ Wekin Poof (Aliscar): Wait For Q 25,30000
08:16 Wekin Pcof (Alistar) has shut down Zven (Sivir)! (Bonus,30000
08.24 | will trade (Gangplank) signals enemy has vision here,30000
+80,30300
"08:10 Wekin Pcof (Aliscar): Hexflash 8s, Flash 85",30300
08./ [ TacricalO (Jhin) is on the way,30300
08:1 1 Wekin Poof (Alistar): Waic For Q 25,30300
08:16 Weln Poof (Alistar) has shut down Zven (Svir) (Bonus,30300
08.24 [ will crade (Gangplank) signals enemy has vision here,30300
08.27 [ will trade (Gangplank) has targered philip (Aubessa),30300
08.28 Wekin Poof (Alistar) purchased Control Ward,30300
67,30600
08:1 1 TacricalO (Jhin) is on che way,30900
08:/ / Wekin Poof (Alisrar): Wait For Q 25,30900
08.|6 Wekin Poof (Alistar) has shut down Zven (Sivir ! (Bonus,30900
Bcunty: 213G1,30900
08.24 trade (Gangplank) signals enemy has vision here,30900
08.27 | will trade (Gangplank) has targered philip (Ambessa),30900
08.28 WVekin Poof (Alistar) purchased Control Ward,30900
08.40 ASTROBOY99 (Naafiri): Ambessa,30900
08:/ / TacricalO (Jhin) is on the way,31200
08:/ / Wekin Poof (Alisrar): Waic For Q 25,31200
08.16 Wekin Poof (Aliscar) has shut down Zven (Sivir)! (Bonus,31200
08.27 | will trade (Gangplank) has targeted philip (Ambessa),31200
08.28 Wekin Poof (Aliscar) purchased Control Ward,31200
18,31500
55,31500
08./ / Wekin Poof (Aliscar): Waic For Q 25,31500
08:16 Wekin Poof (Alistar) has shur down Zven (Sivir)! (Bonus,31500
08.50 Tacticall (Jhin) purchased Control Ward,31500
08.16 Wekin Poof (Alistar) has shut down Zven (Sivir)! (Bonus,31800
Bcunty: 213G),31800
08.24 [ will trade (Gangplank) signals enemy has vision here,31800
08.27 | will trade (Gangplank) has targeted philip (Rmbessa),31800
08.28 Weln Poof (Alistar) purchased Control Ward,31800
08.50 TacticalO (Jhin) purchased Control Ward,31800
08.53 Caesar (Sylas): Red of Ages Need 162 gold,31800
I will trade,31800
08.53 Caesar (Sylas): Rod of Ages Need 162 gold,32100
08.57 Caesar (Sylas) on the way,32100
12,32700
59,32700
322,32700
08.40 ASTROBOY99 (Naafiri): 4nbessa,33000
08.50 TacricalO (Jhin) purchased Control Ward,33000
08.57 Caesar (Sylas) on che way,33000
09.| | Tacticall (Jhin) signals enemy has vision here,33000
09.12 ASTROBOY99 (Naafiri) signals enemy has vision here,33000
09.|3 TacricalO (Jhin) signals chat enemies are missing,33000
J9,33600
441,33600
09:| / TacticalO (Jhin) signals enemy has vision here,33600
09.13 TacricalO (Jhin) signals char enemies are missing,33600
09.23 TacricalO (Jhin): Gragas Locker of che Iron Solari,33600
09.24 TacticalO (Jhin) signals that enemies are missing,33600
09.| / TacricalO (Jhin) signals enemy has vision here,33900
09.13 TacricalO (Jhin) signals chat enemies are missing,33900
09.24 TacricalO (Jhin) signals char enemies are missing,33900
09:|3 TacricalO (Jhin) signals chat enemies are missing,35100
09.23 TacricalO (Jhin): Giegas Locket of che Iron Solari,35100
09.24 TacticalO (Jhin) signals chat enemies are missing,35100
09.49 ASTROBOY99 (Naafiri) signals char enemies are missing,35100
09.49 TaccicalO (Jhin): Sivli: Yun Tal Wildarrows,35100
09.49 ASTROBOY99 (Naafiri) signals chat enemies are missing,35100
09.51 VYekn Pcof (Aliscar} signals that enemies are missing,35100
"09.23 TaccicalO (Jhin): Gragas "" Locker of the Iron Solari",35400
09.49 Tacricalo (Jhin): Sivir Yun Tal Wildarrows,35400
09.51 Wekin Poof (Alistar) signals that enemies are missing,35400
09.53 Caesar (Sylas): Fiddlescicks Alive,35400
09.55 Wekin Poof (Alistar) on the way,35400
Wekin Poof,35700
09.49 ASTROBOY99 (Naafiri) signals chat enemies are Iiizzinig,35700
09.49 TacricalO (Jhin): Sivii Yun Tal Wildarrows,35700
09.49 ASTROBOY99 (Naafiri) signals chat enemies are Hizinig ,35700
09.5 Wekin Poof (Alisrar) signals chat enemies are missirig,35700
09.55 Wekin Pcof (Alistar) on the way,35700
09.57 Caesar (Sylas) signals enemy has vision here,35700
09.57 ASTROBOY99 (Naafiri) on the way,35700
09.49 ASTROBOY99 (Naafiri) signals thar enemies are missing,36000
09.53 Caesar (Sylas): Fiddlesciclcs Alive,36000
09.55 Wekin Poof (Alistar) is on the way,36000
09.57 ASTROBOY99 (Naafiri) is on the way,36000
10.04 ASTROBOY99 (Naafiri) on che way,36000
10.06 ASTROBOY99 (Naafiri) has cargered Zven - (Slvit),36000
+50,36300
Ist,36300
09.55 Wekin Poof (Aliscar) on che way,36300
09.57 ASTROBOY99 (Naafiri) on che way,36300
10.04 ASTROBOY99 (Naafiri) on the way,36300
10.06 ASTROBOY99 (Naafiri) has rargeced Zven (Sivir),36300
10.07 ASTROBOY99 (Naafiri) on che way,36300
10.09 ASTROBOY99 (Naafiri) is on che way,36300
10.H1 ASTROBOY99 (Naafiri) signals enemy has vision here,36300
09.55 Wekin Poof (Alisrar) is on che way,36600
10.04 ASTROBOY99 (Naafiri) is on che way,36600
10.06 ASTROBOY99 (Naafiri) has cargeted Zyeri = (Slvit),36600
10.07 ASTROBOY99 (Naafiri) is on che way,36600
10.09 ASTROBOY99 (Naafiri) on the way Wekin Poof,36600
10:I1 ASTROBOY99 (Naafiri) signals enemy has vision here,36600
10.04 ASTROBOr99 ([ aafiri) on che way,36900
10.06 ASTROBOr9y (Naafiri) has cargeced WVInI,36900
10.07 ASTROBOr99 (Naafirii I5 on the way,36900
10.09 ASTROBOY99 (Naafiri) i5 on the way,36900
1O:1/ ASTROBOY99 (Naafiri) signals enemy has vision here,36900
10.20 ASTROBOY99 (Naafiri} signals everyone to back away from,36900
Mes (Uruil),36900
10.06 ASTROBOY99 (Naafiri) has cargered Zveri - (Sivit),37200
10.09 ASTROBOY99 (Naafiri) is on the way,37200
10:]1 ASTROBOY99 (Naafiri) signals enemy has vision here,37200
10.20 ASTROBOY99 (Naafiri) signals everyone to back away from,37200
Isles (G1agas),37200
10.25 Caesar (Sylas) signals chat enemies are missing,37200
10.06 ASTROBOY99 (Naafiri) has cargered Zyel Sivir},37500
10.07 ASTROBOY99 (Naafiri) on the way,37500
10:|[ ASTROBOY99 (Naafiri) signals enemy has vision here,37500
bles - (Gragal),37500
10.28 ASTROBOY99 (Naafiri) signals to be cautious,37500
10:H[ ASTROBOY99 (Naafiri) signals enemy has vision here,37800
Isles - (Gragas),37800
10.25 Caesar (Sylas) signals char enemies are missing,37800
10.34 ASTROBOY99 (Naafiri) on the way,37800
10:11 ASTROBOY99 (Naafiri) signals enemy has vision here,38100
Isles - (Grg2s),38100
10.28 ASTROBOY99 (Naafiri} signals to be caurious,38100
10.34 ASTROBOY99 (Naafiri) is on che way,38100
10.37 Sylas has stolen Zed'5 ulcimarel,38100
10.20 ASTROBOY99 (Naafiri) signals everyone ro back away from,38400
10.28 ASTROBOY99 (Naafiri) signals to be caurious,38400
10.37 Sylas has stolen Zed' 5 ulcimatel,38400
10.43 Caesar (Sylas) is on killing spreel,38400
I0:H ASTROBOY99 (Naafiri) signals enemy has vision here,38700
Iles (Gruga:),38700
10.28 ASTROBOY99 (N aafirij) signals co be caurious,38700
10.34 ASTROBOY99 (Naafiri) on che way,38700
10.37 Sylas has stolen Zed'5 ulcimatel,38700
10.43 Caesar (Sylas) I5 on killing spreel,38700
I0:I | ASTROBOY99 (Naafiri) signals enemy has vision here,39000
Eles - (Grajie),39000
10.34 ASTROBO99 (Naafiri) on che way,39000
10.34 ASTROBOY99 (Naafiri) is on che way 2380,39600
10.37 Sylas has stolen Zed'$ ulcimatel,39600
1.02 TacticalO (hin) asking for assistance,39600
1.02 ASTROBOY99 (Naafiri) signals enemy has vision here,39600
1.06 ALEX HO (Fddlescicks) has slain the Voidgrubsl,39600
1.02 TacricalO (Jhin) is asking for assistance,39900
1.06 ALEX HO (Fiddlescicks) has slain the Voidgrubs!,39900
1.06 Caesar (Sylas) on che way,39900
1.08 TacricalO (Jhin) on the way,39900
1.02 TaccicalO (Jhin) asking for assistance,40200
1.08 TacticalO (Jhin) on che way,40200
1.3 Caesar (Sylas): Hextech Drake Spawning in /.03,40200
1.4 TaccicalO (Jhin): Sivir Ghost,40200
Twill trade,40500
MC,40500
1.02 TaccicalO (Jhin) is asking for assisrance,40500
1.06 ALEX HO Fid dlestkcly has slain che Voidgrubs!,40500
1.06 Caesar (Sylas) is on the way,40500
1.08 TacricalO (Jhin) is on che way,40500
1.3 Caesar (Sylas): Hextech Drake Spawning in 1.03,40500
1:4 TacricalO (Jhin): Sivir Ghost,40500
1.4 TacricalO (hin): Sivir Ghost,40500
1.02 ASTROBOY99 (Naafiri) signals enery has vision here,41400
1.06 ALEX HO (Fiddlescickks) has slain che Yoidgrubd,41400
1.08 TacricalO (Jhin) on che way,41400
1.3 Caesar (Sylas): Hexcech Drake Spawning in 1.03,41400
1.4 TaccicalO (Jhin): Slvir Ghost,41400
1.4 TacricalO (Jhin): Sivir Ghost,41400
11.34 Caesar (Sylas) signals chat enemies are missing,41400
1.08 TaccicalO (Jhin) on che way,41700
1:3 Caesar (Sylas): Hexrech Drake Spawning in 1.03,41700
1.34 Caesar (Sylas) signals chat enemies are missing,41700
1.39 Wekin Poof (Alistar) signals char enemies are missing,41700
1.39 TacricalO (Jhin) signals chat enemies are missing,41700
1.40 Wekin Pcof (Aliscar): Hexflash Ready; Flash 1695,41700
108 TacricalO (Jhin) on the way,42000
1.14 TaccicalO (Jhin): Slvir Ghost,42000
1.14 TacricalO (Jhin): Sivir Ghost,42000
1.34 Caesar (Sylas) signals that enemies are missing,42000
11.39 Wekin Poof (Alistar) signals chat enemies are missing,42000
"1.40 Wekin Poof (Alistar): Hexflash Ready, Flash 1695",42000
705,42300
614,42300
70,42300
1.14 TaccicalO (Jhin): Sivir Ghost,42300
1.34 Caesar (Sylas) signals thar enemies are missing,42300
140 Wekin Poof (Alistar): Hexflash Ready; Flash 1695,42300
H:47 ASTROBOY99 (Naafiri) signals enemy has vision here,42300
1.48 TacricalO (Jhin) signals chat enemies are missing,42300
"1.40 Wekin Poof (Aliscar): Hexflash Ready, Flash 1695",42600
1.47 ASTROBOY99 (Naafiri) signals enemy has vision here,42600
1.53 ASTROBOY99 (Naafiri) signals enemy has vision here,42600
1.53 Caesar (Sylas) signals enemy has vision here,42600
1.54 ASTROBOY99 (Naafiri) is on che way,42600
1.55 ASTROBOY99 (Naafiri) on che way,42600
11.56 ASTROBOY99 (Naafiri) signals to all in,42600
1.54 ASTROBOY99 (Naafiri) on che way,42900
1.55 ASTROBOY99 (Naafiri) is on che way,42900
1.56 ASTROBOY99 (Naafiri) signals to all in,42900
157 ASTROBOY99 (Naafiri) is on che way,42900
1.59 ASTROBOY99 (Naafiri) has cargered ALEX HO -,42900
(Flddlescicks),42900
12.01 ASTROBOY99 (Naafiri) signals enemy has vision here,42900
11.55 ASTROBOY99 (Naafiri) iSjon che way,43200
1.57 ASTROBOY99 (Naafiri) is on the way,43200
1.59 ASTROBOY99 (Naafiri) has targeted ALEX HO -,43200
(Flddlescicles),43200
12.03 Sylas has stolen Gragas' $ ultimatel,43200
12.03 ASTROBOY99 (Naafiri) is on che way,43200
10 TTTTTTTTTT,43500
1156 ASTROBOY99 (Naafiri) signals to all' in,43500
1.57 ASTROBOY99 (l aafiri) Is on the way,43500
11.59 ASTROBOr99 (Maafiri) has targeted ALE? Ho =,43500
(Fddlclekl),43500
1201 ASTROBOr99 (Naafiri} signals enemy has vision here,43500
12.03 Sylas has stolen Gragas' $ ulcimacel,43500
12.03 ASTROBOT99 (Naafiri) on che way,43500
1201 ASTROBOT99 (Naafiri) on che way,43500
Eles,43800
(Fiddlescicks),43800
12.03 Sylas has stolen Gragas'5 ulcimatel,43800
12.01 ASTROBOY99 (Naafiri) is on the way,43800
12:13 ASTROBOY99 (Naafiri) signals to all in,43800
12.14 ASTROBOY99 (Naafiri) has cargered ALEX HO -,43800
(Fiddlesciclcs),43800
Naa,44100
12.13 ASTROBOY99 (Naafiri) signals to all in,44100
12.14 ASTROBOY99 (Naafiri) has cargered ALEX HO,44100
12.18 ASTROBOY99 (Naafiri) has slain ALEX HO (Flddlescickes),44100
for a double killl,44100
12.19 ASTROBOY99 (Naafiri) on the way,44100
12.19 ASTROBOY99 (Naafiri) signals to all in,44100
12.20 ASTROBOY99 (Naafiri) is on the way,44100
12.18 ASTROBOY99 (Naafiri) has slain ALE; HO (Flddlescicks),44400
12.19 ASTROBOY99 (Naafiri) on che way,44400
12.20 ASTROBOY99 (Naafiri) is on che way,44400
12.24 ASTROBOY99 (Naafiri) is on the way,44400
12.14 ASTROBOY99 (Naafiri) has cargeted ALEX HO -,44700
12.18 ASTROBOY99 (Naafiri) has slain ALEX HO (Fiddlesticks),44700
12:19 ASTROBOY99 (Naafiri) signals to all in,44700
12.24 ASTROBOY99 (Naafiri) is on che way,44700
(Fiddlescicls),45300
12.18 ASTROBOY99 (Naafiri) has slain ALEX HO (Flddlesticks),45300
for double killl,45300
12.19 ASTROBOY99 (Naafiri) is on che way,45300
12.20 ASTROBOY99 (Naafiri) on che way,45300
12.39 ASTROBOY99 (Naafiri) is on che way,45300
12.43 ASTROBOY99 (Naafiri): Fiddlescicks Flash,45600
12.46 Caesar (Sylas) has destroyed the first turrecl,45600
12.39 ASTROBOY99 (Naafiri) is on the way,45900
12.43 ASTROBOY99 (Naafiri): Fiddleccicks Flash,45900
12.43 ASTROBOY99 (Naafirij: Fiddlestickks Flash,45900
12.46 Caesar (Sylas) has descroyed the first turrecl,45900
12.43 ASTROBOY99 (Naafiri): Fiddlescickks Flash,46800
12.46 Caesar (Sylas) has destroyed che first turrec?,46800
13.06 TacticalO (hin) wants to push forward,46800
12.39 ASTROBOY99 (Naafiri) on the way,47100
13.06 TacricalO (Jhin) wants to push forward,47100
13.07 TacricalO (Jhin) signals to rerreat,47100
13.1 Ally team has compleced che Feat of Monster Slaying',47100
13.01 ASTROBOY99 (Naafiri) has slain the Hextech Drakel,47100
12.46 Caesar (Sylas) has destroyed che first turrecl,47400
13.07 TacticalO (Jhin) signals to rerrear,47400
"13.11 Ally team has compleced che Feat of Monster Slaying""",47400
13.15 Wekin Poof (Alistar) signals chat enemies are missing,47400
13.07 TaccicalO (Jhin) signals to rerreat,47700
13.1 Ally team has compleced che Feat cf Monster Slayingl,47700
13.1| ASTROBOY99 (Naafiri) has slain the Hextech Drakel,47700
13.15 WVekin Pcof (Alistar} signals chat enemies are missing,47700
13.19 [Team] Wekin Pcof (Alistar): bor side uflly warded,47700
13.20 Caesar (Sylas) purchased Cortrol Ward,47700
"13.20 [Team] Wvekn Pcof (Alistar): ""top",47700
1321 Cesar (Sylas) en che way,47700
"13.1 Ally team has compleced che Feat of Monster Slaying""",48000
13.15 Wekin Poof (Aliscar) signals chat enemies are missing,48000
13.20 Caesar (Sylas) purchased Control Ward,48000
"13.20 [Team] Wekn Pcof (Alistar): ""top",48000
1321 Caesar (Sylas) is on che way,48000
13.20 Caesar (Sylas) purchased Control Wvard,48300
"13.20 [Team] Wekin Poof (Alistar): ""top",48300
13.27 [ will trade (Gangplank) purchased Control Ward,48300
13.28 Caesar (Sylas) asking for vision,48300
