text,first_frame
cie9) kaspersky 7 0.73 X0 5[ 2[ 2[] 0 0 0,5100
503/745 +1.8,5100
Co Ten Ten an JL,5100
53 27 55 30 60 IU 1.56,5400
noping 7 0.73 Xo 3[ 2[[[] 0 0 <,5400
512/745,5400
Co Ten Tnn,5400
53 27 55 30 60 100 151,5700
noping 7 0.73 X0 3[[ 2[ 2[[ 3 ? ?,5700
518/745 +0.5,5700
Cor Ten TEee ean,5700
00.44 [Equipe] Krastymel (KaiSa} JO cortra mel mid,6000
0052 [Equipe] Grevthar (Ahri} KDSAKDSKAFEQKOFKEQW,6000
0053 02 0[ 04 (Zed) sinaliza que ha inimigos desaparecidos,6000
0056 02 0l 04 (Zed) siralia que = inimigo tem visao aqui,6000
0v59 U Zed}: Kha Zrx Colheita Sombria,6000
0059 02 0l 04 (Zed}: KhaZi Colheita Sombria,6000
00.59 02 0[ 04 (Zed}: Kha Zix Colheita Sombria,6000
01.41 Damage (Poppy) sinaliza que inimigo tem visao aqui Grevthar,6000
0l+1 Krastymel (KaiSa) sinaliza que inimigo tem visao aqui,6000
53 27 55 30 60 100 1.46,6000
cies) FuRY 7 0.73 Xo 2[ 2[] 2[ 2[l,6000
519/745 +0.5,6000
Co Sen Eu an Ul T,6000
(29 FuRY 7 0.73 Xo 3] 2[ 2[] 2[[,6300
445/7451 +2.0,6300
Co Ten Cn ea J,6300
53 27 55 30 60 100 1.6,6600
(0e89 Kalunga 7 0.73 X0 3] 2[[] 2[[ 2[[,6600
455/745 +2.0,6600
Co Ten Tneenen J Tcnn,6600
cies) Kalunga 7 0.73 X0 3[[ 2[ 3 ? €,6900
329/745 +2.5,6900
Co Ten Mnn nn JL 4n,6900
53 27 55 30 60 100 1.26,7200
4neps) logitech 7 0.73 X0 5] 2[ 2[[,7200
303/745 +2.6,7200
Co Ten IETFan JL,7200
55 27 30 60 100 1.21,7500
24 0 31,7500
logitech ( 7 7 0.74 Xo 3] 2[ 2[ 2[[,7500
3911/820 +0.6,7500
Co Ten Ten c O,7500
55 27 55 30 60 100 1.16,7800
Ibetpetskyh 7 0.74 Xo 5] 2[[ 2[[ 2[[,7800
Co Ten 326/823 Sent +2.9 JL,7800
0 / 1,8100
[YLIL EU BURDOL FAN odoriko,8100
2 0/1/0 3 1/0/0,8100
02 01 04 BoraBoraBora,8100
12 0/0/0 0/0/0 40,8100
Grevthar polo capalot,8100
0/0/0 8 0/0/0,8100
0053 02 0l 04 (Zed) sinaliza que ha inimigos desaparecidos,8100
0056 02 0l 04 (Zed) sinalza que 0 bigo tem virao aqui Krastymel VAS Askadan,8100
0059 02 0l 04 (Zed} KiZi Colheita Sombria,8100
0059 02 0l 04 (Zed: Kha Zix Colheita Sombria 5 0/0/0 8 0/0/0,8100
0059 02 0l 04 (Zed}: Kha Zi Colheita Sombria,8100
0l +1 Damage (Poppy) tinaliza que inimigo tem visao aqui,8100
0l.41 Krastymel (KaiSa) siraliza que 02.16 Frzt Blbod de odprko (amdaleel! inimigo tem visao aqui Damage Aloned,8100
0/0/0 0/0/0,8100
55 27 55 30 60 100,8100
kaspersky 7 0.74 Xo 3]] 2[] [[ 2[a,8100
384/823 +27,8100
Co Sen O e JL Ion,8100
PA),8400
60,8400
55 27 55 30 60 100 1.06,8400
0 24 0 31,8400
Inoping 7 0.74 X0 5] F[[ 2[ 2[[,8400
392/823 +0.6,8400
Co Ted Ine = LL Cnnn,8400
55 27 55 30 60 100 1.01,8700
noping 7 0.74 X0 3] 2[] 2[[,8700
331/823 +0.6,8700
Co Sen Oee  nn,8700
0053 02 0l 04 (Zed) giraliza que ha inimizos desaparecidos,9000
0056 02 01 04 (Zed) tinala que Uinigo tem visao aqui,9000
00.59 02 01 04 (Zede Colheita Sombria,9000
00.59 02 01 Zed Colheita Sombria,9000
00.59 02 W Colheita Sombria,9000
01.41 Danage (Poppp)walza que 0 inimigo tem visao aqui,9000
0l + Kazuelnetnenala que inimigo tem visao aqui,9000
0216 hpaleel,9000
02 J0 02 0l 04 (Zed) tala que ha inimizos desaparecidos,9000
(29 FLRY 7 0.74 X0 3] 2[[,9000
293/823 +3.0,9000
Co Ten IeE c= Seaon,9000
0056 02 01 04 (Zed) sinaliza que inimigo tem visao aqui,9300
0059 02 01 04 (Zedt Colheita Sombria,9300
00.59 02 01 04 (Zed: 0059 02 01 ONZed Colheita Sombria Colheita Sombria Grevthar,9300
0l41 Damage Damapn Fucoy Janal 9 que inimigo tem visao aqui,9300
0141 que inimigo tem visao aqui,9300
Wpft 62o Do zdlgiaia que ha Vidalee !,9300
02J0 ULui Ut inimigos desaparecidos,9300
02 37 Damage (Peppy}: Prontola),9300
55 27 55 30 60 IU,9300
(m9 FuRY 7 0.74 X0 3] 2[ 2[[,9300
274/823,9300
Co Ten Iae= It,9300
+140,9600
'107,9600
0056 02 01 04 (Zed) giraliza que nimzo tem visao aqui,9600
00.59 02 01 04 (Zedt Colheita Sombria,9600
00.59 02 0i Zed Colheita Sombria,9600
0l41 Damage que inimigo tem visao aqui,9600
0141 EEae= que inimigo tem visao aqui,9600
02 [6 Vidalee !,9600
02JoULu Uic inimigos desaparecidos,9600
02 37 Damage (Peppy} Prontola),9600
57 27 55 30 60 100,9600
0.6,9600
0 27 0 32,9600
Kalunga 7 0.75 X0 3] 3[] 2[[ 2[[,9600
343/905 +11.2,9600
Co Ten Fentaa JL,9600
MIREU BURDOL FAN odoriko,9900
0/1/0 12 1/0/0,9900
16 0/0/0 12 0/0/0,9900
17 0/0/0 13 0/0/0,9900
0056 02 04 (Zed) sinaliza que = inimigo tem visao aqui,9900
0059 02 0l 04 (Zed}: Kha ZiColeita Sombria,9900
00.59 02 01 04 (Zed} Kla Zix Colheita Sombria Krastymel VAS Askadan,9900
0059 02 0l 04 (Zed} Kha ZiColheita Sombria,9900
0l41 Damage (Poppy) sinalza que 0 inimigo tem visao aqui 12 0/0/0 15 0/0/0,9900
01.41 Krastymel (KaiSa) sializa que inimigo tem visao aqui,9900
02.[6 Frzt Blbod de odbrke (xidaleell,9900
02 J0 02 0l 04 (Zed) sinaliza que ha inimigos desaparecidos 02:37 Damage (Poepy} Prontola) Damage Aloned,9900
3 0/0/0 3 0/0/0,9900
0.1,9900
0 27   0 32,9900
cies) Kalunga 7 0.75 X0 3] F[ 2[[] 2[[,9900
1382/905 +T1.,9900
Co Ten Ieaa,9900
62,10200
57 27 30 60 100,10200
42e9) Idaludga- 7 0.75 X0 3] 2[ 2[[,10200
429/905 +2.9,10200
Co Ten Oeoran Ul At,10200
57 27 65 30 60 100,10500
logitech 7 0.75 X0 5[ 2[ 2[[,10500
454y905 +8.7,10500
Co Ten Otn JL,10500
Grevthar +21,10800
logitech(7 7 0.75 Xo 3]d S[ 2[[ 2[[,10800
453/905 +10.8,10800
Co Ten Maeana JL Lnn,10800
+Vida,11100
157,11100
00.59 02 0l 04 (Zed: KhaZiColheita Sombria,11100
01.41 Damage . (Popps sinaliza que inimigo tem visao aqui,11100
01.41 Krastymcl (Kai Sa) sinaliza que inimigo tem visao aqui,11100
02 16 Frzt Blbod de odbrko; (Ixidaleel!,11100
02 J0 02 0l 04 (Zed) sialza que ha inimigos deraparecidos,11100
02 37 Damage (Foppy} W - Frontola},11100
0305 02 0l 04 (Zed) eta raminho,11100
UJni Damage (Poppy} Ainda nao aprendeu,11100
0308 02 Ol 04 (Zed) eta caminho,11100
Esta habilidade ainda nao esta prontal,11100
cies) kaspersky 7 0.75 X0 5 F[ 2[[,11100
439/908 +10.9,11100
Co Ten 4aean JL Coo,11100
#63,11400
101,11400
SUBIEL NIVELI,11400
0l41 Krastymel (KaiSa) sinaliza que inizo TEM visao aqui,11400
0216 Frst Blbod de odprko (INxidalee !,11400
02 J0 02 0l 04 (Zed) tinaliza que ha inimigos desaparecidos,11400
02 37 Damage (Poppy}: Prontola),11400
03.05 02 01 04 (Zed eta caminho,11400
0J07 Damage (Pappy}: Ainda nao aprendeu,11400
0J08 02 0l 04 (Zed) eta caminto,11400
UJuy Damage (Poppy} Ainda nao aprendeu,11400
03 [[ 02 0l 04 (Zed) inalza para recuar,11400
Voce nao pode conjurar isto no momentol,11400
60 27 65 30 60 100,11400
031 0 33,11400
kogperlryg 7 0.76 X0 3] 2[[ 2[[,11400
556/990 +2.8,11400
Co Ton Ee JLD Ann,11400
Retorno,11700
CANALIZANDO 4.3,11700
60 27 65 60 100,11700
noping 7 0.76 X0 3 3][ 2[[ 2[[,11700
563/990 +0.8,11700
Co Ten Tene JLD Anna,11700
Clique aqui para buscar,12000
150 50,12000
SELECIONE UM ITEM PARA MONTAR,12000
Gratis Gratis Companheiro de Luden Malevolencia Bastao das Eras 2300,12000
800 850,12000
2450 2300 2600,12000
75,12000
Dano Explosivo Melhoria da ultimate Escalamento 400 300 250,12000
U2l6 Fzt Blbod de odoriko (biphalee !,12000
02J0 02 0l 0+ (Zedjtiraa gue hatiiigos deraparecidos,12000
02 37 Damage (Poppy}: Prortola} 1000 1100 300 Companheiro de Luden 2850 YONENTES,12000
01.05 02 0l 04 (Zed esti a caminho,12000
0307 Damage (Poppy} Ainda nao aprendeu Bo Dano Explosivo,12000
01 0B 02 0l 04 (Zed) Eta Faminio,12000
0Juy Damage (Poppy} E Aida mao aprendeu,12000
032+U2 Ult+ (ed) II ULUl 04 (Zed) salz para recuar Hla para ter cuidado 900 1250 1100 100 de Poder de Habilidade,12000
600 de Mana,12000
X 10 de Aceleracao de Habilidade,12000
1200 900 COMPRAI lidade,12000
Disparar 1(12s),12000
1100 Habilidades de dano lancam 6 Disparos que causam 77 de Dano Magico adicional ao Habilidade da,12000
"alvo e a inimigos proximos. Disparos restantes atingem 0 alvo primario, causando 20% de",12000
dano.,12000
VENDER,12000
"""0 melhor amigo de um mago! Adquira ja 0 seul"" Comerciante de Pil",12000
presumidamente falecido,12000
4|10 0% Pressione [Shift] para mos,12000
0 | 0% 0 | 0%,12000
0% 0%,12000
550 0%,12000
60 47 65 60 100,12000
J 31 0 33,12000
Wirung 7 0.76 Xo 3[] 2[a,12000
669/990 +0.8,12000
Co Don OI Ta ULD Cncnn,12000
02 J0 02 0l 04 (Zed) sinalza Qjehi Miz0s desaparecidos,12300
02 37 Damage (Foppy} W - Frortola},12300
03.05 02 0l 04 (Zed) eta caminto,12300
03.07 Damage (Poppy}: Ainda nao aprendeu,12300
03.08 02 0l 04 (Zed) eta caminto,12300
0J09 Damage (Foppy}: Ainda nao aprendeu,12300
03.[/ 02 0l 04 (Zed) Inal para tecuar,12300
0124 02 0l 04 (Zed) sializa para tEr cuidado,12300
0324 02 0l 04 (Zed) sinaliza para ter cuidado,12300
Teleporte,12300
Botas,12300
25 de Velocidade de Movimento,12300
60 27 65 30 60 100 05,12300
crw9) FuRY 7 0.76 X0 2[[ [[ 2[a,12300
990/990,12300
Co Cot,12300
023002 0l 04 (Zed) siraliza que ha inimizos desaparecidos,12600
02J/ Damage (Foppy}: W - Prontola),12600
03 0502 0l 04 (Zed) esta caminto,12600
0107 Damage (Pappy} Ainda nao aprendeu,12600
NJOB U2Ol 04 (Zed) eta caminho,12600
01O9 Damage (Pappy} Ainda nao aprendeu,12600
OJA[ 02 0l 04 (Zed) Inal Para tecuar,12600
0124 02 0l (Zed) sinalia para ter cuidado,12600
032402Ol 04 (Zed) sinalza para ter cuidado,12600
0.4,12600
cies) Klung; 7 0.76 X0 5]d 2[ 2[[,12600
Co IcC C,12600
0305 02 Ol 04 (Zed) eta caminho,12900
0J07 Damage (Foppy} Ainda nao aprendeu,12900
0308 02 Ol 04 (Zed eta raminho,12900
UJny Damage (Poppy}: Ainda nao aprendeu,12900
0}: 02 0l 04 (Zed sinalia para recuar,12900
01.24 02 0l 04 (Zedj tialia para ter cuidado,12900
0124 02 0l 04 (Zed sinaliza para te cuidado,12900
01 37 Grevthar (Atri) tEmcomo alo pb sagalt - ( kor),12900
01.39 02 0[ 04 (Zed: Espere por W - 95,12900
60 27 65 30 60 100 4.56,12900
8,12900
cies) Kalunga 7 0.76 X0 5d 2[ 2[[,12900
Co IcC TTII ETET,12900
Ahri,13200
0124 02 0l 04 (Zedj sialia para ter cuidado,13200
01 37 Grevthar (Afri) tEmcomo alo pol capale - ( Kor),13200
03.39 02 0l 04 (Zed} Espere por W - 95,13200
03.+1 02 0l 04 (Zcd: Espere PorW 7s,13200
01.42 Grevthar (Atri) esta a caminto,13200
01.42 02 0[ 04 (Zed: Espere por W - 65,13200
03.43 02 0l 04 (Zed): Espere por W - 5s,13200
01.44 02 0[ 04 (Zed: Espere por W - 45,13200
60 27 65 30 60 IU 451,13200
"{""9 IKalunga 7 7 0.76 X0 3[] 0 0 0",13200
671/990 +1.9,13200
Co Icd ETaAEETEt,13200
0J J7 Grevthar (Afri} tem como alo polo captbns (Viktor),13500
03 39 02 0l 04 (Zed} Espere por W 9,13500
03.+/ 02 01 04 (Zed}: Espere por W,13500
01.42 Grevthar (Ahri) esta caminto,13500
03.42 02 0l 04 (Zed}: Espere [ Peri4 Eof,13500
03.43 02 0l 04 (Zed}: Espere por W - 5s,13500
01.44 02 01 04 (Zed): Espere por W - 45,13500
03.4402 01 04 (Zed}: Espere por ` W-#,13500
03.45 02 0l 04 (Zcd}: Espere PorW Js,13500
60 27 65 30 60 IU 4.56 446,13500
8 8,13500
42e0s) logitech (  7 0.76 Xo 0 0 0 ? 0 0 0 0 7 ' ',13500
650/990 +24,13500
Co IcC IETETE JLd,13500
0 / 2,13800
14 0/2/0 20 2/0/0,13800
28 0/0/0 12 0/0/0,13800
27 0/0/0 19 0/0/0,13800
Krastymel VAS Askadan,13800
28 0/0/0 26 0/0/0,13800
Damage Aloned,13800
0/0/0 5 0/0/0,13800
60 27 65 30 60 IU 451 441,13800
42e9) logitech (7 7 0.76 X0 2[ 2[[,13800
494/990 +3.1,13800
Co Icd ICOCOET Lan,13800
Bernola_just resubbed for monthsl,14100
78,14100
60 27 65 30 IU 446 436,14100
cies) kaspersky 7 0.76 X0 3]d 2[[ 2[[,14100
485/990 +0.8,14100
Co Icd ICEAET JLD Td,14100
Bernola_just resubbed for months,14400
03. 39 02 01 04 (Zed}: Espere [ PorV 9s,14400
03.41 02 0l 04 (Zed}: Espere por W - Ts,14400
03.42 Grevthar (Atri) eta caminho,14400
03.42 02 0l 04 (Zed}: Espere Por W -t,14400
03.43 02 0l 04 (Zedj: Espere PrW,14400
03.4402 0l 04 (Zed}: Espere por W - 45,14400
01.44 02 0[ 04 (Zed): Espere por W - 45,14400
01.45 02 01 04 (Zedj Espere por W -Js,14400
0402 [Equipe] 02 0l 04 (Zedj se espera Tos mata,14400
I0l,14400
Voce nao pode conjurar isto no mome,14400
60 27 65 30 60 IU 441 431,14400
12,14400
cies) kaspersky 7 0.76 X0 5]d 2[ 2[[,14400
492/993 +0.8,14400
Co Ad CanETet ULD Sn,14400
CANALIZANDO,14700
03.39 02 0l 04 (Zed}: Espere Por W _ 9r,14700
03.41 02 01 04 (Zed}: Espere por W-Ts,14700
0J.42 Grevthar (Ahri) esta caminho,14700
03.42 02 01 04 (Zed}: Espere por W - 65,14700
03.43 02 0l 04 (Zedj: Espere PorW 59,14700
01.4402 01 04 (Zedj: Espere Porw#,14700
01.44 02 0[ 04 (Zed}: Espere por W - 45,14700
03.45 02 0/ 04 (Zed): Espere por W - Js,14700
0402 [Equipe] 02 0l 04 (Zed}: Eipera nofmata,14700
6.8,14700
60 27 65 60 100 4.36 4.26,14700
noping 7 0.76 X0 3]d 3[ 2[a,14700
496/993 +0.8,14700
Co IcC Ene JLD Cnn,14700
01.42 Grevthar (Ahri) esta caminno,15000
03.42 02 01 04 (Zed}: Espere PorW,15000
0J.4} 02 0l 04 (Zed} Espere por W -55,15000
03.4402 0l 04 (Zed}: Espere por W,15000
01.4402 01 04 (Zed) Espere por W _,15000
03.45 02 0l 04 (Zed): Espere por W Js,15000
0+02 [Equipe] 02 0l 04 (Zedj: se espera nos mata,15000
0+./2 02 01 04 (Zed) sinala que 0 inimigo tem visao aqui,15000
1.8,15000
60 27 65 60 IU 431 421,15000
noping 7 0.76 X0 2[ 2[[,15000
500/993 +0.8,15000
Co IcC COEt ULD cnon,15000
A]Eten,15300
03.43 02 0l 04 (Zed}: Espere por W,15300
03.44 02 0/ 04 (Zed} Espere por W,15300
03.++02 01 04 (Zed}: Espere Par i,15300
01.45 02 0l 04 (Zed Espere por W Js,15300
0+02 [Equipe] 02 0l 04 (Zed}: se espera Tos mata,15300
0+/2 02 0l 04 (Zed) sinaliza que 0 inimigo tem visao aqui,15300
0+17 02 0[ 04 (Zed) sinaliza que inimigo tem visao aqui,15300
0+.18 A equipe nnua concluiva Proeza de Guerrilal,15300
0+.19 02 01 04 (Zed}: Pancheon Incendiar,15300
60 27 65 60 IU 426 4.16,15300
(2e05 FuRY 7 0.76 X5 2]] 0 0 ?,15300
910/993 10.8,15300
o Cot ETE ETEt,15300
01.45 02 0[ 04 (Zed; Espere por W - Js,15600
0+02 [Equipe] 02 0l 04 (Zed) se Etpera Tosmata,15600
0+12 02 0/ 04 (Zcd) sializa que @ imgo LEl visao aqui,15600
0+I7 0l 04 (Zed) sializa que 0 inimigo tEm visaoaqui,15600
04/8 equipe inimiga conclva Procza Guerrlhal,15600
0+1902 0l 04 (Zedj; Paneheon Incendiar,15600
0+20 Krastyuel (KaiSa}: Panefepn Flachi,15600
0+20 02 0l 04 (Zedj: Fancheon Flash,15600
0+21 02 Ol 04 (Zed tinaliza para ter cuidado,15600
~i,15600
34N,15600
60 27 65 30 100 421 4.11,15600
031   0 33,15600
cies) nLRY 7 0.76   X5 2[ 2[a,15600
993/993,15600
Co Llal,15600
0402 [Equipe] 02 0l 04 (Zedj: Epera nosmata,15900
0+12 02 0l 04 (Zed) sializa que 0 inimigo tEm visao aqui,15900
0+.17 02 0l 04 (Zed sialza que  inimgo tem visao aqui,15900
0+.18 equipe inimiga corcluiva Protza de Gucrrilhal,15900
0+.19 02 0l 04 (Zed: Pameheon Incendiar,15900
0420 Krastymel (KaiSa}: Panchepn Flash,15900
04+20 02 0l 04 (Zed: Pancheon Fash,15900
04+21 02 0l 04 (Zed) sinaliza para ter cuidado,15900
0424 Damage (Poppy) comprou Sentincla Cortrole,15900
T,15900
60 27 65 30 60 IUU 4.16 4.06,15900
Kalunga 7 0.76 X5 5 5 B 3]] 0 0 0,15900
or IcD,15900
MIREU BURDOL FAN,16200
60 27 65 60 100 411 401,16200
cie9) Kalunga 7 0.76 X5 2[ 2[a,16200
Co Icd,16200
0+./2 02 0l 04 (Zed) sirala que  inimigo tEm visao aqui,16500
0+.17 02 01 04 (Zed) airalia que ng0 tem visao aqui,16500
0+18 equipe inimiga corcluiv 3 Proeza de Guerrilhal,16500
0+19 02 01 04 (Zedj: Faneheon Incendiar,16500
0+20 Krastymel (Kai Sa}: Panpheon Flash,16500
0+20 02 01 04 (Zedj: Pancheon Flash Grevthar,16500
0+21 02 0l 04 (Zed) tinaliza para ter cuidado,16500
0424 Damage (Poppy) comprou Sentincla de Controle,16500
